Family	Latin	Author	ValidLatin	Scope
Fabaceae	Diphysa americana	(Mill.) M. Sousa	Diphysa americana	
Fabaceae	Diphysa carthagenensis	Jacq.	Diphysa carthagenensis	
Fabaceae	Diphysa robinioides	Benth.	Diphysa americana	everywhere
Asteraceae	Diplostephium costaricense	S.F. Blake	Diplostephium costaricense	
Fabaceae	Diplotropis purpurea	(Rich.) Amshoff	Diplotropis purpurea	
Sapindaceae	Dipterodendron costaricense	Radlk.	Dilodendron costaricense	everywhere
Fabaceae	Dipteryx oleifera	Benth.	Dipteryx oleifera	
Fabaceae	Dipteryx panamensis	(Pittier) Record & Mell	Dipteryx oleifera	everywhere
Stemonuraceae	Discophora guianensis	Miers	Discophora guianensis	
Ericaceae	Disterigma trimerum	Wilbur & Luteyn	Disterigma trimerum	
Sapindaceae	Dodonaea viscosa	Jacq.	Dodonaea viscosa	
Asparagaceae	Dracaena americana	Donn. Sm.	Dracaena americana	
Winteraceae	Drimys granadensis	L. f.	Drimys granadensis	
Winteraceae	Drimys winteri	NA	Drimys granadensis	everywhere
Putranjivaceae	Drypetes brownii	Standl.	Drypetes brownii	
Putranjivaceae	Drypetes standleyi	G.L. Webster	Drypetes standleyi	
Annonaceae	Duguetia confusa	Maas	Duguetia confusa	
Annonaceae	Duguetia gentryi	Maas	Duguetia gentryi	
Annonaceae	Duguetia panamensis	Standl.	Duguetia panamensis	
Annonaceae	Duguetia tuberculata	Maas	Duguetia tuberculata	
Annonaceae	Duguetia vallicola	J.F. Macbr.	Duguetia vallicola	
Verbenaceae	Duranta costaricensis	(Donn. Sm.) Standl.	Duranta costaricensis	
Verbenaceae	Duranta erecta	L.	Duranta erecta	
Verbenaceae	Duranta mutisii	NA	Duranta costaricensis	everywhere
Rubiaceae	Duroia panamensis	Dwyer	Hippotis panamensis	everywhere
Fabaceae	Dussia atropurpurea	N. Zamora, R.T. Penn. & C.H. Stirt.	Dussia atropurpurea	
Fabaceae	Dussia cuscatlanica	(Standl.) Standl. & Steyerm.	Dussia martinicensis	everywhere
Fabaceae	Dussia lehmannii		Dussia lehmannii	
Fabaceae	Dussia macroprophyllata	(Donn. Sm.) Harms	Dussia macroprophyllata	
Fabaceae	Dussia martinicensis	Krug & Urb. ex Taub.	Dussia martinicensis	
Fabaceae	Dussia munda	C.H. Stirt.	Dussia atropurpurea	everywhere
Clusiaceae	Dystovomita paniculata	(Donn. Sm.) Hammel	Dystovomita paniculata	
Clusiaceae	Dystovomita pittieri	(Engl.) D'Arcy	Dystovomita paniculata	everywhere
Sapotaceae	Ecclinusa lanceolata	(Mart. & Eichler) Pierre	Ecclinusa lanceolata	
Ehretiaceae	Ehretia austin-smithii	Standl.	Ehretia latifolia	everywhere
Ehretiaceae	Ehretia latifolia	Loisel.	Ehretia latifolia	
Asteraceae	Eirmocephala brachiata	(Benth.) H. Rob.	Eirmocephala brachiata	
Celastraceae	Elachyptera floribunda	(Benth.) A.C. Sm.	Elachyptera floribunda	
Rubiaceae	Elaeagia auriculata	Hemsl.	Elaeagia auriculata	
Rubiaceae	Elaeagia chiriquina	C.M. Taylor	Elaeagia chiriquina	
Rubiaceae	Elaeagia glossostipula	C.M. Taylor	Elaeagia glossostipula	
Rubiaceae	Elaeagia karstenii	Standl.	Elaeagia karstenii	
Rubiaceae	Elaeagia myriantha	(Standl.) C.M. Taylor & Hammel	Elaeagia myriantha	
Rubiaceae	Elaeagia nitidifolia	Dwyer	Elaeagia nitidifolia	
Rubiaceae	Elaeagia pastoensis	L.E. Mora	Elaeagia pastoensis	
Arecaceae	Elaeis oleifera	(Kunth) Cortés	Elaeis oleifera	
Celastraceae	Elaeodendron xylocarpum	(Vent.) DC.	Elaeodendron xylocarpum	
Sapotaceae	Elaeoluma glabrescens	(Mart. & Eichler) Aubrév.	Elaeoluma glabrescens	
Ochnaceae	Elvasia elvasioides	(Planch.) Gilg	Elvasia elvasioides	
Lauraceae	Endlicheria browniana	Mez	Endlicheria browniana	
Lauraceae	Endlicheria formosa	A.C. Sm.	Endlicheria formosa	
Lauraceae	Endlicheria jefensis	van der Werff ex Chanderb.	Endlicheria jefensis	
Lauraceae	Endlicheria paniculata	(Spreng.) J.F. Macbr.	Endlicheria paniculata	
Lauraceae	Endlicheria tschudyana	(Lasser) Kosterm.	Endlicheria tschudyana	
Fabaceae	Entada polystachya	(L.) DC.	Entada polystachya	
Fabaceae	Enterolobium cyclocarpum	(Jacq.) Griseb.	Enterolobium cyclocarpum	
Fabaceae	Enterolobium schomburgkii	(Benth.) Benth.	Enterolobium schomburgkii	
Passifloraceae	Erblichia odorata	Seem.	Erblichia odorata	
Asteraceae	Eremosis triflosculosa	(Kunth) Gleason	Eremosis triflosculosa	
Vochysiaceae	Erisma blancoa	Marc.-Berti	Erisma blancoa	
Vochysiaceae	Erisma panamense	M.L. Kawas., S. Castillo & McPherson	Erisma panamense	
Fabaceae	Erythrina berteroana	Urb.	Erythrina berteroana	
Fabaceae	Erythrina chiriquensis	Krukoff	Erythrina chiriquensis	
Fabaceae	Erythrina costaricensis	Micheli	Erythrina costaricensis	
Fabaceae	Erythrina fusca	Lour.	Erythrina fusca	
Fabaceae	Erythrina gibbosa	Cufod.	Erythrina gibbosa	
Fabaceae	Erythrina lanceolata	Standl.	Erythrina lanceolata	
Fabaceae	Erythrina poeppigiana	(Walp.) O.F. Cook	Erythrina poeppigiana	
Fabaceae	Erythrina rubrinervia	Kunth	Erythrina rubrinervia	
Erythroxylaceae	Erythroxylum amazonicum	Peyr.	Erythroxylum amazonicum	
Erythroxylaceae	Erythroxylum amplum	Benth.	Erythroxylum macrophyllum	everywhere
Erythroxylaceae	Erythroxylum areolatum	L.	Erythroxylum areolatum	
Erythroxylaceae	Erythroxylum brennae	D'Arcy & Schanen	Erythroxylum brennae	
Erythroxylaceae	Erythroxylum citrifolium	A. St.-Hil.	Erythroxylum citrifolium	
Erythroxylaceae	Erythroxylum davidii	D'Arcy & Schanen	Erythroxylum panamense	everywhere
Erythroxylaceae	Erythroxylum fimbriatum	Peyr.	Erythroxylum fimbriatum	
Erythroxylaceae	Erythroxylum havanense	Jacq.	Erythroxylum havanense	
Erythroxylaceae	Erythroxylum macrophyllum	Cav.	Erythroxylum macrophyllum	
Erythroxylaceae	Erythroxylum multiflorum	NA	Erythroxylum macrophyllum	everywhere
Erythroxylaceae	Erythroxylum oxycarpum	O.E. Schulz	Erythroxylum oxycarpum	
Erythroxylaceae	Erythroxylum panamense	Turcz.	Erythroxylum panamense	
Erythroxylaceae	Erythroxylum skutchii	Standl.	Erythroxylum macrophyllum	everywhere
Escalloniaceae	Escallonia myrtilloides	L. f.	Escallonia myrtilloides	
Escalloniaceae	Escallonia paniculata	(Ruiz & Pav.) Roem. & Schult.	Escallonia paniculata	
Escalloniaceae	Escallonia poasana	Donn. Sm.	Escallonia myrtilloides	everywhere
Lecythidaceae	Eschweilera amplexifolia	S.A. Mori	Eschweilera amplexifolia	
Lecythidaceae	Eschweilera antioquensis	Dugand & Daniel	Eschweilera antioquensis	
Lecythidaceae	Eschweilera calyculata	Pittier	Eschweilera calyculata	
Lecythidaceae	Eschweilera caudiculata	R. Knuth	Eschweilera caudiculata	
Lecythidaceae	Eschweilera collinsii	Pittier	Eschweilera collinsii	
Lecythidaceae	Eschweilera coriacea	(DC.) S.A. Mori	Eschweilera coriacea	
Lecythidaceae	Eschweilera correae	J.E. Bat. & S.A. Mori	Eschweilera correae	
Lecythidaceae	Eschweilera foetulenta	S.A. Mori	Eschweilera foetulenta	
Lecythidaceae	Eschweilera garagarae	Pittier	Eschweilera integrifolia	everywhere
Lecythidaceae	Eschweilera hondurensis	Standl.	Eschweilera hondurensis	
Lecythidaceae	Eschweilera integrifolia	(Ruiz & Pav. ex Miers) R. Knuth	Eschweilera integrifolia	
Lecythidaceae	Eschweilera jacquelyniae	S.A. Mori	Eschweilera jacquelyniae	
Lecythidaceae	Eschweilera jefensis	J.E. Bat. & S.A. Mori	Eschweilera jefensis	
Lecythidaceae	Eschweilera longipedicellata	S.A. Mori	Eschweilera longipedicellata	
Lecythidaceae	Eschweilera longirachis	S.A. Mori	Eschweilera collinsii	everywhere
Lecythidaceae	Eschweilera neei	S.A. Mori	Eschweilera neei	
Lecythidaceae	Eschweilera pachyderma	Cuatrec.	Eschweilera pachyderma	
Lecythidaceae	Eschweilera panamensis	Pittier	Eschweilera panamensis	
Lecythidaceae	Eschweilera pittieri	R. Knuth	Eschweilera pittieri	
Lecythidaceae	Eschweilera reversa	Pittier	Eschweilera pittieri	everywhere
Lecythidaceae	Eschweilera sessilis	A.C. Sm.	Eschweilera sessilis	
Lecythidaceae	Eschweilera vageleri	R. Knuth	Eschweilera coriacea	everywhere
Lecythidaceae	Eschweilera verruculosa	Pittier	Eschweilera pittieri	everywhere
Lecythidaceae	Eschweilera woodsoniana	Dwyer	Eschweilera integrifolia	everywhere
Rutaceae	Esenbeckia berlandieri	Baill. ex Hemsl.	Esenbeckia berlandieri	
Rutaceae	Esenbeckia litoralis	Donn. Sm.	Esenbeckia berlandieri	everywhere
Rutaceae	Esenbeckia panamensis	T.S. Elias	Esenbeckia panamensis	
Rutaceae	Esenbeckia pentaphylla	(Macfad.) Griseb.	Esenbeckia pentaphylla	
Myrtaceae	Eugenia acapulcensis	Steud.	Eugenia acapulcensis	
Myrtaceae	Eugenia albicans	(O. Berg) Urb.	Eugenia albicans	
Myrtaceae	Eugenia alfaroana	Standl.	Eugenia biflora	everywhere
Myrtaceae	Eugenia argyrea	Lundell	Eugenia galalonensis	everywhere
Myrtaceae	Eugenia arrhaphocalyx	Barrie, I. Vergara & McPherson	Eugenia arrhaphocalyx	
Myrtaceae	Eugenia austin-smithii	Standl.	Eugenia austin-smithii	
Myrtaceae	Eugenia biflora	(L.) DC.	Eugenia biflora	
Myrtaceae	Eugenia brachyblastiflora	Barrie, C. Ramos & O. Ort??z	Eugenia brachyblastiflora	
Myrtaceae	Eugenia cartagensis	O. Berg	Eugenia cartagensis	
Myrtaceae	Eugenia chepensis	Standl.	Eugenia chepensis	
Myrtaceae	Eugenia coibensis	Barrie	Eugenia coibensis	
Myrtaceae	Eugenia coloradensis	NA	Eugenia coloradoensis	everywhere
Myrtaceae	Eugenia coloradoensis	Standl.	Eugenia coloradoensis	
Myrtaceae	Eugenia costaricensis	O. Berg	Eugenia costaricensis	
Myrtaceae	Eugenia cricamolensis	Standl.	Eugenia cricamolensis	
Myrtaceae	Eugenia darcyi	Barrie	Eugenia darcyi	
Myrtaceae	Eugenia donosoensis	Barrie, C. Ramos & O. Ort??z	Eugenia donosoensis	
Myrtaceae	Eugenia egensis	DC.	Eugenia egensis	
Myrtaceae	Eugenia feijoi	O. Berg	Eugenia feijoi	
Myrtaceae	Eugenia floribunda	H. West ex Willd.	Myrciaria floribunda	everywhere
Myrtaceae	Eugenia florida	DC.	Eugenia florida	
Myrtaceae	Eugenia fragrans	(Sw.) Willd.	Myrcianthes fragrans	everywhere
Myrtaceae	Eugenia galalonensis	(C. Wright ex Griseb.) Krug & Urb.	Eugenia galalonensis	
Myrtaceae	Eugenia glandulosopunctata	P.E. Sánchez & Poveda	Eugenia glandulosopunctata	
Myrtaceae	Eugenia gomezii	Barrie	Eugenia gomezii	
Myrtaceae	Eugenia hammelii	Barrie	Eugenia hammelii	
Myrtaceae	Eugenia herrerae	Barrie	Eugenia herrerae	
Myrtaceae	Eugenia hiraeifolia	Standl.	Eugenia hiraeifolia	
Myrtaceae	Eugenia mcphersonii	Barrie	Eugenia mcphersonii	
Myrtaceae	Eugenia melanosticta	NA	Eugenia coloradoensis	everywhere
Myrtaceae	Eugenia monticola	(Sw.) DC.	Eugenia monticola	
Myrtaceae	Eugenia nesiotica	Standl.	Eugenia nesiotica	
Myrtaceae	Eugenia octopleura	Krug & Urb.	Eugenia octopleura	
Myrtaceae	Eugenia oerstedeana	NA	Eugenia oerstediana	everywhere
Myrtaceae	Eugenia oerstediana	O. Berg	Eugenia oerstediana	
Myrtaceae	Eugenia oreinoma	O. Berg	Eugenia truncata	everywhere
Myrtaceae	Eugenia origanoides	O. Berg	Eugenia venezuelensis	everywhere
Myrtaceae	Eugenia pittieri	Standl.	Eugenia pittieri	
Myrtaceae	Eugenia principium	McVaugh	Eugenia principium	
Myrtaceae	Eugenia rigidissima	Cufod.	Myrcianthes storkii	everywhere
Myrtaceae	Eugenia roseola	Barrie, C. Ramos & O. Ort??z	Eugenia roseola	
Myrtaceae	Eugenia roseopetala	Barrie, I. Vergara & McPherson	Eugenia roseopetala	
Myrtaceae	Eugenia salamancana	Standl.	Plinia salamancana	everywhere
Myrtaceae	Eugenia salamensis	Donn. Sm.	Eugenia hiraeifolia	Panama only
Myrtaceae	Eugenia sanjuanensis	P.E. Sánchez	Eugenia sanjuanensis	
Myrtaceae	Eugenia siggersii	Standl.	Eugenia siggersii	
Myrtaceae	Eugenia tapacumensis	O. Berg	Eugenia tapacumensis	
Myrtaceae	Eugenia truncata	O. Berg	Eugenia truncata	
Myrtaceae	Eugenia valerioi	Standl.	Eugenia costaricensis	everywhere
Myrtaceae	Eugenia venezuelensis	O. Berg	Eugenia venezuelensis	
Myrtaceae	Eugenia veraguensis	Rod. Flores & A. Ibáñez	Eugenia veraguensis	
Myrtaceae	Eugenia zetekiana	Standl.	Myrcia zetekiana	everywhere
Rubiaceae	Eumachia microdon	(DC.) Delprete & J.H. Kirkbr.	Eumachia microdon	
Asteraceae	Eupatorium hylonomum	B.L. Rob.	Koanophyllon hylonomum	everywhere
Asteraceae	Eupatorium pittieri	Klatt	Koanophyllon pittieri	everywhere
Euphorbiaceae	Euphorbia cotinifolia	L.	Euphorbia cotinifolia	
Euphorbiaceae	Euphorbia elata	Brandegee	Euphorbia sinclairiana	everywhere
Euphorbiaceae	Euphorbia sinclairiana	Benth.	Euphorbia sinclairiana	
Euphorbiaceae	Euphorbia tithymaloides	L.	Euphorbia tithymaloides	
Arecaceae	Euterpe acuminata	(Willd.) H. Wendl.	Prestoea acuminata	everywhere
Arecaceae	Euterpe cuatrecasana	Dugand	Euterpe oleracea	everywhere
Arecaceae	Euterpe decurrens	H. Wendl. ex Burret	Prestoea decurrens	everywhere
Arecaceae	Euterpe oleracea	Mart.	Euterpe oleracea	
Arecaceae	Euterpe precatoria	Mart.	Euterpe precatoria	
Arecaceae	Euterpe roseospadix	L.H. Bailey	Prestoea longepetiolata	everywhere
Rubiaceae	Exostema mexicanum	A. Gray	Exostema mexicanum	
Sapindaceae	Exothea paniculata	(Juss.) Radlk.	Exothea paniculata	
Fabaceae	Fairchildia panamensis	(Benth.) Britton & Rose	Fairchildia panamensis	
Rubiaceae	Faramea accumulans	C.M. Taylor	Faramea accumulans	
Rubiaceae	Faramea altipetens	Dwyer	Faramea lehmannii	everywhere
Rubiaceae	Faramea areolata	C.M. Taylor	Faramea areolata	
Rubiaceae	Faramea bocataurensis	Dwyer	Faramea eurycarpa	everywhere
Rubiaceae	Faramea bullata	Standl.	Faramea trinervia	everywhere
Rubiaceae	Faramea calophylla	Standl.	Faramea calophylla	
Rubiaceae	Faramea capulifolia	Dwyer	Faramea capulifolia	
Rubiaceae	Faramea caput-anguis	Dwyer & M.V. Hayden	Faramea papirifolia	everywhere
Rubiaceae	Faramea correae	C.M. Taylor	Faramea correae	
Rubiaceae	Faramea eurycarpa	Donn. Sm.	Faramea eurycarpa	
Rubiaceae	Faramea flavicans	(Humb. & Bonpl. ex Roem. & Schult.) Standl.	Faramea flavicans	
Rubiaceae	Faramea frondosa	C.M. Taylor	Faramea frondosa	
Rubiaceae	Faramea glandulosa	Poepp.	Faramea glandulosa	
Rubiaceae	Faramea jasminoides	NA	Faramea flavicans	everywhere
Rubiaceae	Faramea jefensis	Dwyer & M.V. Hayden	Faramea calophylla	everywhere
Rubiaceae	Faramea lehmannii	Standl.	Faramea lehmannii	
Rubiaceae	Faramea liesneri	Dwyer	Faramea liesneri	
Rubiaceae	Faramea loftonii	Dwyer & M.V. Hayden	Coussarea loftonii	everywhere
Rubiaceae	Faramea luteovirens	Standl.	Faramea luteovirens	
Rubiaceae	Faramea macrura	Standl.	Faramea macrura	
Rubiaceae	Faramea multiflora	A. Rich. ex DC.	Faramea multiflora	
Rubiaceae	Faramea occidentalis	(L.) A. Rich.	Faramea occidentalis	
Rubiaceae	Faramea ovalis	Standl.	Faramea ovalis	
Rubiaceae	Faramea papillata	Dwyer & M.V. Hayden	Faramea papillata	
Rubiaceae	Faramea papirifolia	(Standl. ex Steyerm.) C.M. Taylor	Faramea papirifolia	
Rubiaceae	Faramea parvibractea	Steyerm.	Faramea parvibractea	
Rubiaceae	Faramea pauciflora	Dwyer	Faramea spathacea	everywhere
Rubiaceae	Faramea quinqueflora	Poepp.	Faramea quinqueflora	
Rubiaceae	Faramea sanblasensis	C.M. Taylor	Rudgea panamensis	everywhere
Rubiaceae	Faramea scalaris	Standl.	Faramea scalaris	
Rubiaceae	Faramea spathacea	Müll. Arg. ex Standl.	Faramea spathacea	
Rubiaceae	Faramea stenura	Standl.	Faramea glandulosa	everywhere
Rubiaceae	Faramea suerrensis	(Donn. Sm.) Donn. Sm.	Faramea suerrensis	
Rubiaceae	Faramea talamancarum	Standl.	Faramea multiflora	everywhere
Rubiaceae	Faramea tamberlikiana	Müll. Arg.	Faramea tamberlikiana	
Rubiaceae	Faramea terryae	Standl.	Faramea macrura	everywhere
Rubiaceae	Faramea trinervia	K. Schum. & Donn. Sm.	Faramea trinervia	
Rubiaceae	Faramea woodsonii	Standl.	Faramea quinqueflora	everywhere
Rubiaceae	Ferdinandusa panamensis	Standl. & L.O. Williams	Ferdinandusa panamensis	
Moraceae	Ficus americana	Aubl.	Ficus americana	
Moraceae	Ficus apollinaris	Dugand	Ficus apollinaris	
Moraceae	Ficus aurea	Nutt.	Ficus aurea	
Moraceae	Ficus brevibracteata	W.C. Burger	Ficus brevibracteata	
Moraceae	Ficus bullenei	I.M. Johnst.	Ficus matiziana	everywhere
Moraceae	Ficus cahuitensis	C.C. Berg	Ficus cahuitensis	
Moraceae	Ficus caldaseana	Dugand	Ficus caldasiana	everywhere
Moraceae	Ficus caldasiana	Dugand	Ficus caldasiana	
Moraceae	Ficus carchiana	C.C. Berg	Ficus carchiana	
Moraceae	Ficus cervantesiana	Standl. & L.O. Williams	Ficus cervantesiana	
Moraceae	Ficus citrifolia	Mill.	Ficus citrifolia	
Moraceae	Ficus colubrinae	Standl.	Ficus colubrinae	
Moraceae	Ficus costaricana	(Liebm.) Miq.	Ficus costaricana	
Moraceae	Ficus crassiuscula	Warb. ex Standl.	Ficus crassiuscula	
Moraceae	Ficus crassivenosa	W.C. Burger	Ficus crassiuscula	everywhere
Moraceae	Ficus crocata	(Miq.) Miq.	Ficus crocata	
Moraceae	Ficus cuatrecasana	Dugand	Ficus cuatrecasasiana	everywhere
Moraceae	Ficus cuatrecasasiana	Dugand	Ficus cuatrecasasiana	
Moraceae	Ficus davidsoniae	Standl.	Ficus davidsoniae	
Moraceae	Ficus dendrocida	Kunth	Ficus dendrocida	
Moraceae	Ficus donnell-smithii	Standl.	Ficus donnell-smithii	
Moraceae	Ficus dugandii	Standl.	Ficus citrifolia	everywhere
Moraceae	Ficus francoae	C.C. Berg	Ficus francoae	
Moraceae	Ficus glabrata	Kunth	Ficus insipida	everywhere
Moraceae	Ficus hartwegii	(Miq.) Miq.	Ficus hartwegii	
Moraceae	Ficus insipida	Willd.	Ficus insipida	
Moraceae	Ficus isophlebia	Standl.	Ficus aurea	everywhere
Moraceae	Ficus macbridei	Standl.	Ficus macbridei	
Moraceae	Ficus matiziana	Dugand	Ficus matiziana	
Moraceae	Ficus maxima	Mill.	Ficus maxima	
Moraceae	Ficus numphaeifolia	NA	Ficus nymphaeifolia	everywhere
Moraceae	Ficus nymphaeifolia	Mill.	Ficus nymphaeifolia	
Moraceae	Ficus obtusifolia	Kunth	Ficus obtusifolia	
Moraceae	Ficus oerstediana	(Miq.) Miq.	Ficus americana	everywhere
Moraceae	Ficus osensis	C.C. Berg	Ficus osensis	
Moraceae	Ficus padifolia	Kunth	Ficus pertusa	everywhere
Moraceae	Ficus paraensis	(Miq.) Miq.	Ficus paraensis	
Moraceae	Ficus perforata	L.	Ficus americana	everywhere
Moraceae	Ficus pertusa	L. f.	Ficus pertusa	
Moraceae	Ficus petenensis	Lundell	Ficus apollinaris	everywhere
Moraceae	Ficus popenoei	Standl.	Ficus popenoei	
Moraceae	Ficus richteri	Dugand	Ficus richteri	
Moraceae	Ficus schippii	Standl.	Ficus schippii	
Moraceae	Ficus tonduzii	Standl.	Ficus tonduzii	
Moraceae	Ficus trachelosyce	Dugand	Ficus pertusa	everywhere
Moraceae	Ficus trianae	Dugand	Ficus trianae	
Moraceae	Ficus trigonata	L.	Ficus crocata	Panama only
Moraceae	Ficus trigonta	NA	Ficus crocata	everywhere
Moraceae	Ficus tuerckheimii	Standl.	Ficus aurea	everywhere
Moraceae	Ficus turrialbana	W.C. Burger	Ficus turrialbana	
Moraceae	Ficus velutina	Humb. & Bonpl. ex Willd.	Ficus velutina	
Moraceae	Ficus yoponensis	Desv.	Ficus yoponensis	
Moraceae	Ficus zarzalensis	Standl.	Ficus zarzalensis	
Fabaceae	Fissicalyx fendleri	Benth.	Fissicalyx fendleri	
Resedaceae	Forchhammeria iltisii	J.F. Morales	Forchhammeria iltisii	
Resedaceae	Forchhammeria trifoliata	Radlk.	Forchhammeria trifoliata	
Oleaceae	Forestiera cartaginensis	Donn. Sm.	Forestiera cartaginensis	
Rhamnaceae	Frangula capreifolia	(Schltdl.) Grubov	Frangula discolor	everywhere
Rhamnaceae	Frangula darienensis	A. Pool	Frangula darienensis	
Rhamnaceae	Frangula discolor	(Donn. Sm.) Grubov	Frangula discolor	
Rhamnaceae	Frangula oreodendron	(L.O. Williams) A. Pool	Frangula oreodendron	
Rhamnaceae	Frangula pendula	A. Pool	Frangula pendula	
Rhamnaceae	Frangula sphaerosperma	Sw.	Frangula discolor	everywhere
Pentaphylacaceae	Freziera calophylla	Triana & Planch.	Freziera calophylla	
Pentaphylacaceae	Freziera candicans	Tul.	Freziera candicans	
Pentaphylacaceae	Freziera forerorum	A.H. Gentry	Freziera forerorum	
Onagraceae	Fuchsia arborescens	NA	Fuchsia paniculata	everywhere
Onagraceae	Fuchsia hemsleyana	Woodson & Seibert	Fuchsia microphylla	everywhere
Onagraceae	Fuchsia microphylla	Kunth	Fuchsia microphylla	
Onagraceae	Fuchsia paniculata	Lindl.	Fuchsia paniculata	
Violaceae	Fusispermum laxiflorum	Hekking	Fusispermum laxiflorum	
Loranthaceae	Gaiadendron punctatum	(Ruiz & Pav.) G. Don	Gaiadendron punctatum	
Rutaceae	Galipea panamensis	T.S. Elias	Galipea panamensis	
Euphorbiaceae	Garcia nutans	Vahl	Garcia nutans	
Clusiaceae	Garcinia intermedia	(Pittier) Hammel	Garcinia intermedia	
Clusiaceae	Garcinia madruno	(Kunth) Hammel	Garcinia madruno	
Clusiaceae	Garcinia magnifolia	(Pittier) Hammel	Garcinia magnifolia	
Clusiaceae	Garcinia recondita	Hammel	Garcinia recondita	
Garryaceae	Garrya laurifolia	Hartw. ex Benth.	Garrya laurifolia	
Ericaceae	Gaultheria erecta	Vent.	Gaultheria erecta	
Ericaceae	Gaultheria odorata	Bredem. ex Willd.	Gaultheria erecta	everywhere
Primulaceae	Geissanthus perpuncticulosus	(Lundell) Pipoly	Geissanthus perpuncticulosus	
Rubiaceae	Genipa americana	L.	Genipa americana	
Rubiaceae	Genipa curviflora	Dwyer	Agouticarpa curviflora	everywhere
Rubiaceae	Genipa williamsii	Standl.	Agouticarpa williamsii	everywhere
Primulaceae	Gentlea austin-smithii	(Lundell) Lundell	Gentlea austin-smithii	
Primulaceae	Gentlea molinae	Lundell	Gentlea austin-smithii	everywhere
Primulaceae	Gentlea parviflora	Lundell	Gentlea austin-smithii	everywhere
Primulaceae	Gentlea venosissima	(Ruiz & Pav.) Lundell	Gentlea venosissima	
Fabaceae	Geoffroea inermis	W. Wright	Andira inermis	everywhere
Arecaceae	Geonoma allenii	L.H. Bailey	Calyptrogyne allenii	everywhere
Arecaceae	Geonoma bartlettii	Dammer ex Burret	Geonoma deversa	everywhere
Arecaceae	Geonoma binervia	Oerst.	Geonoma interrupta	everywhere
Arecaceae	Geonoma calyptrogynoidea	Burret	Geonoma calyptrogynoidea	
Arecaceae	Geonoma concinna	Burret	Geonoma concinnoidea	Panama only
Arecaceae	Geonoma concinnoidea	A.J. Hend.	Geonoma concinnoidea	
Arecaceae	Geonoma congesta	H. Wendl. ex Spruce	Geonoma congesta	
Arecaceae	Geonoma costatifrons	L.H. Bailey	Calyptrogyne costatifrons	everywhere
Arecaceae	Geonoma cuneata	H. Wendl. ex Spruce	Geonoma cuneata	
Arecaceae	Geonoma decurrens	H.Wendl. ex Burret	Geonoma cuneata	everywhere
Arecaceae	Geonoma deversa	(Poit.) Kunth	Geonoma deversa	
Arecaceae	Geonoma edulis	NA	Geonoma undata	everywhere
Arecaceae	Geonoma epetiolata	H.E. Moore	Geonoma epetiolata	
Arecaceae	Geonoma gracilis	H. Wendl. ex Spruce	Geonoma cuneata	everywhere
Arecaceae	Geonoma hoffmanniana	H. Wendl. ex Spruce	Geonoma orbignyana	everywhere
