sp4,sp6,family,genus,species,deciduous,oldname,climber,free,liana,vine,shrub,understory,midstory,tree,herb,epiphyte,hemiepiphyte,parasite
CLUC,CLUSCR,Clusiaceae,Clusia,cretosa,E,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,CLUSDI,Clusiaceae,Clusia,divaricata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
HAVF,HAVEFL,Clusiaceae,Clusia,flavida,E,Havetiopsis-flexilis,NA,NA,0,0,0,0,0,0,0,0,1,0
CLU1,NA,Clusiaceae,Clusia,minor,S,NA,0,1,0,0,1,0,0,0,0,0,0,0
CLUO,NA,Clusiaceae,Clusia,odorata,E,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
CLUP,NA,Clusiaceae,Clusia,peninsularis,E,Clusia-peninsulai,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,CLUSPR,Clusiaceae,Clusia,pratensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLUSQU,Clusiaceae,Clusia,quadrangula,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CLUM,NA,Clusiaceae,Clusia,rosea,E,Clusia-major,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,CLUSRO,Clusiaceae,Clusia,rosea,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLUSST,Clusiaceae,Clusia,stenophylla,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CLUU,NA,Clusiaceae,Clusia,uvitana,E,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
CLUV,CLUSVA,Clusiaceae,Clusia,valerioi,E,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
CLYB,CLYTBI,Bignoniaceae,Clytostoma,binatum,?,NA,1,0,1,0,0,0,0,0,0,0,0,0
CNER,CNESRU,Connaraceae,Cnestidium,rufescens,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,CNIDUR,Euphorbiaceae,Cnidoscolus,urens,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COC2,COCCA2,Polygonaceae,Coccoloba,acuminata,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
COC3,NA,Polygonaceae,Coccoloba,ascendens,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
COC4,COCCCA,Polygonaceae,Coccoloba,caracasana,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
COCC,COCCCO,Polygonaceae,Coccoloba,coronata,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
COC1,COCCJO,Polygonaceae,Coccoloba,johnstonii,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,COCCLA,Polygonaceae,Coccoloba,lasseri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COCM,COCCMA,Polygonaceae,Coccoloba,manzinellensis,E,Coccoloba-manzanillensis,0,1,0,0,0,0,1,0,0,0,0,0
NA,COCCMO,Polygonaceae,Coccoloba,mollis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COCCOB,Polygonaceae,Coccoloba,obovata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COCCPA,Polygonaceae,Coccoloba,padiformis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COCP,COCCP1,Polygonaceae,Coccoloba,parimensis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,COCC2,Polygonaceae,Coccoloba,sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COCC4,Polygonaceae,Coccoloba,sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COCCTU,Polygonaceae,Coccoloba,tuerckheimii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COCCUV,Polygonaceae,Coccoloba,uvifera,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COCV,COCHVI,Cochlospermaceae,Cochlospermum,vitifolium,DF,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,COCONU,Arecaceae,Cocos,nucifera,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CODC,NA,Gesneriaceae,Codonanthe,crassifolia,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
CODU,NA,Gesneriaceae,Codonanthe,uleana,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
NA,COFFAR,Rubiaceae,Coffea,arabica,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COJO1,Fabaceae-Mimosoideae,Cojoba,hoja_grande,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
PITR,PIT1RU,Fabaceae-Mimosoideae,Cojoba,rufescens,E,Pithecellobium-rufescens,0,1,0,0,1,0,0,0,0,0,0,0
NA,COLPAP,Arecaceae,Colpothrinax,aphanopetala,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
COLG,COLUGL,Rhamnaceae,Colubrina,glandulosa,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,COLUHE,Rhamnaceae,Colubrina,heteroneura,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COLS,NA,NA,Colubrina,sp,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,COLUSP,Rhamnaceae,Colubrina,spinosa,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COLB,NA,Gesneriaceae,Columnea,billbergiana,E,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
COLP,NA,Gesneriaceae,Columnea,purpurata,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
COMC,COMBCA,Combretaceae,Combretum,cacoucia,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
COMD,COMBDE,Combretaceae,Combretum,decandrum,DF,NA,1,0,1,0,0,0,0,0,0,0,0,0
COMF,COMBFR,Combretaceae,Combretum,fruticosum,DF,NA,1,0,1,0,0,0,0,0,0,0,0,0
COML,COMBLA,Combretaceae,Combretum,laxum,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,COMBPR,Combretaceae,Combretum,oPrionostemma???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COMPCA,Myristicaceae,Compsoneura,capitellata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COMPSP,Myristicaceae,Compsoneura,sprucei,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CONCPL,Euphorbiaceae,Conceveiba,pleiostemona,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ANGONI,Rutaceae,Conchocarpus,nicaraguensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CONDCO,Rubiaceae,Condaminea,corymbosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CONP,CONNPA,Connaraceae,Connarus,panamensis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CONT,CONNTU,Connaraceae,Connarus,turczaninowii,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,CON1ER,Combretaceae,Conocarpus,erectus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CONB,CONOBR,Melastomataceae,Conostegia,bracteata,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
CONC,CONOCI,Melastomataceae,Conostegia,cinnamomea,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CONOCU,Melastomataceae,Conostegia,cuatrecasii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CONOMO,Melastomataceae,Conostegia,montana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CONORU,Melastomataceae,Conostegia,rufescens,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CONO1,Melastomataceae,Conostegia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON1,CONOSP,Melastomataceae,Conostegia,speciosa,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CONOXA,Melastomataceae,Conostegia,xalapensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COPA,COPAAR,Fabaceae-Caesalpinioideae,Copaifera,aromatica,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CORA,CORDAL,Boraginaceae,Cordia,alliodora,DF,NA,0,1,0,0,0,0,0,1,0,0,0,0
CORB,CORDBI,Boraginaceae,Cordia,bicolor,DF,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,CORDCO,Boraginaceae,Cordia,collococca,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORDC1,Boraginaceae,Cordia,correae,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CORDCU,Boraginaceae,Cordia,curassavica,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORDCY,Boraginaceae,Cordia,cymosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORDDE,Boraginaceae,Cordia,dentata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORDDW,Boraginaceae,Cordia,dwyeri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORDER,Boraginaceae,Cordia,eriostigma,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CORL,CORDLA,Boraginaceae,Cordia,lasiocalyx,DB,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,CORDLU,Boraginaceae,Cordia,lucidula,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORDME,Boraginaceae,Cordia,megalantha,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CORP,CORDPA,Boraginaceae,Cordia,panamensis,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CORDPO,Boraginaceae,Cordia,porcata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CORD6,Boraginaceae,Cordia,sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CORD7,Boraginaceae,Cordia,sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORS,CORDSP,Boraginaceae,Cordia,spinescens,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CORNDI,Cornaceae,Cornus,disciflora,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COR1PY,Lamiaceae,Cornutia,pyramidata,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CORYRO,Fabaceae,Corymbosa,roseum,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CORYUM,Arecaceae,Corypha,umbraculifera,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COSS,COSMGR,Rubiaceae,Cosmibuena,grandiflora,E,Cosmibuena-skinneri,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,COSMMA,Rubiaceae,Cosmibuena,macrocarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COSA,NA,Costaceae,Costus,allenii,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
COSG,NA,Costaceae,Costus,guanaiensis,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
COSL,NA,Costaceae,Costus,laevis,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
COSP,NA,Costaceae,Costus,pulverulentus,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
COS2,NA,Costaceae,Costus,speciosus,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,COUE2,Chrysobalanaceae,Couepia,chocolate,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COUE1,Chrysobalanaceae,Couepia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COUMMA,Apocynaceae,Couma,macrocarpa,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COUP,COURPA,Lecythidaceae,Couratari,guianensis,DB,Couratari-panamensis,0,1,0,0,0,0,0,1,0,0,0,0
NA,COU3GU,Lecythidaceae,Couroupita,guianensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COUM,NA,Cecropiaceae,Coussapoa,asperifolia,E,Coussapoa-magnifolia,NA,NA,0,0,0,0,0,0,0,0,1,0
COU2,COUSVI,Cecropiaceae,Coussapoa,villosa,E,Coussapoa-panamensis,NA,NA,0,0,0,0,0,0,0,0,1,0
NA,COU2CE,Rubiaceae,Coussarea,cerroazulensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
COUC,COU2CU,Rubiaceae,Coussarea,curvigemmia,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,COU2HO,Rubiaceae,Coussarea,hondensis,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,COU2LA,Rubiaceae,Coussarea,latifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COU2LO,Rubiaceae,Coussarea,loftonii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,COU21,Rubiaceae,Coussarea,sp.1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COUH,COUTHE,Rubiaceae,Coutarea,hexandra,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CRATTA,Capparaceae,Crateva,tapia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CREP,CREMPA,Annonaceae,Cremastosperma,panamense,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CREM2,Annonaceae,Cremastosperma,sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CREM4,Annonaceae,Cremastosperma,sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CRESAL,Bignoniaceae,Crescentia,alata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CRESCU,Bignoniaceae,Crescentia,cujete,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CROS1,Celastraceae,Crossopetalum,coba,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
CRO3,CROSPA,Celastraceae,Crossopetalum,parviflorum,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
CROB,CROTBI,Euphorbiaceae,Croton,billbergianus,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
CROP,CROTDR,Euphorbiaceae,Croton,draco,E,Croton-panamensis,0,1,0,0,0,0,1,0,0,0,0,0
NA,CROTLA,Euphorbiaceae,Croton,lanjouwensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CROTPA,Euphorbiaceae,Croton,pachypodus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CROTSA,Euphorbiaceae,Croton,santaritensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CROTSC,Euphorbiaceae,Croton,schiedeanus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CROTSM,Euphorbiaceae,Croton,smithianus,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CROT2,Euphorbiaceae,Croton,sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CROT3,Euphorbiaceae,Croton,sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CROTTR,Euphorbiaceae,Croton,trinitatis,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CRUDAC,Fabaceae-Caesalpinioideae,Crudia,acuminata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CRYW,CRYOWA,Arecaceae,Cryosophila,warscewiczii,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,CRYPAS,Lauraceae,Cryptocarya,aschersoniana,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUEK,CUERKA,Hippocrateaceae,Cuervea,kappleriana,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CUPC,CUPACI,Sapindaceae,Cupania,cinerea,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,CUPAGU,Sapindaceae,Cupania,guatemalensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CUPL,CUPALA,Sapindaceae,Cupania,americana,E,Cupania-latifolia,0,1,0,0,0,1,0,0,0,0,0,0
CUPR,CUPARU,Sapindaceae,Cupania,rufescens,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
CUP2,CUPASC,Sapindaceae,Cupania,scrobiculata,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
CUPS,CUPASY,Sapindaceae,Cupania,seemannii,E,Cupania-seemannii,0,1,0,0,0,1,0,0,0,0,0,0
NA,CUPA1,Sapindaceae,Cupania,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CUPA2,Sapindaceae,Cupania,sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CUPA3,Sapindaceae,Cupania,sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CUPA5,Sapindaceae,Cupania,sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CURT,CURATO,Menispermaceae,Curarea,toxicofera,E,Curarea-toxifera,1,0,1,0,0,0,0,0,0,0,0,0
NA,CURAAM,Dilleniaceae,Curatella,americana,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
TRI5,NA,Cyatheaceae,Cyathea,bicrenata,E,Trichopteris-trichiata,0,1,0,0,1,0,0,0,0,0,0,0
TRI4,NA,Cyatheaceae,Cyathea,microdonta,E,Trichopteris-microdonta,0,1,0,0,1,0,0,0,0,0,0,0
NA,CYATMU,Cyatheaceae,Cyathea,multiflora,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CNEP,CNEMPE,Cyatheaceae,Cyathea,petiolata,E,Cnemidaria-petiolata,0,1,0,0,1,0,0,0,0,0,0,0
NA,CYBISC,Myrsinaceae,Cybianthus,schlimii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CYDA,CYDIAE,Bignoniaceae,Cydista,aequinoctialis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CYDH,CYDIHE,Bignoniaceae,Cydista,heterophylla,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,CYM1CO,Annonaceae,Cymbopetalum,costaricense,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYML,CYM1LA,Annonaceae,Cymbopetalum,lanugipetalum,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CYM1TO,Annonaceae,Cymbopetalum,torulosum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CYMR,CYMBRO,Fabaceae-faboid,Cymbosema,roseum,DB,Cymbosema-roseum,1,0,0,1,0,0,0,0,0,0,0,0
CYNB,CYNOBA,Fabaceae-Caesalpinioideae,Cynometra,bauhiniifolia,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,CYRIRA,Cyrillaceae,Cyrilla,racemiflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DALB,NA,Fabaceae-Papilionoideae,Dalbergia,brownei,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0
DALM,DALBMO,Fabaceae,Dalbergia,monetaria,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DALR,DALBRE,Fabaceae-Papilionoideae,Dalbergia,retusa,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0
DALC,DALECI,Euphorbiaceae,Dalechampia,cissifolia,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
DALD,DALEDI,Euphorbiaceae,Dalechampia,dioscoreifolia,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,DAPHAM,Thymelaeaceae,Daphnopsis,americana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DAPHCO,Thymelaeaceae,Daphnopsis,correae,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DAVIKU,Dilleniaceae,Davilla,kunthii,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DAVN,DAVINI,Dilleniaceae,Davilla,nitida,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,DELORE,Fabaceae-Caesalpinioideae,Delonix,regia,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENA,DENDAR,Araliaceae,Dendropanax,arboreus,E,Dendropanax-stenodontus,0,1,0,0,0,0,0,1,0,0,0,0
NA,DENDGL,Araliaceae,Dendropanax,globosus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DENDPU,Araliaceae,Dendropanax,punctatus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DENDSE,Araliaceae,Dendropanax,sessiliflorus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DESA,DESMAX,Fabaceae-Papilionoideae,Desmodium,axillare,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
DESH,DESMHE,Fabaceae-Papilionoideae,Desmodium,heterocarpon,D-NOVEMBER,NA,1,0,0,1,0,0,0,0,0,0,0,0
DESC,NA,Fabaceae-Papilionoideae,Desmodium,incanum,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
DESS,NA,Fabaceae-Papilionoideae,Desmodium,scorpiurus,?,NA,0,1,0,0,0,0,0,0,1,0,0,0
DESI,DES1OR,Arecaceae,Desmoncus,orthacanthos,E,Desmoncus-isthmius,0,1,0,0,0,1,0,0,0,0,0,0
NA,DES2BI,Annonaceae,Desmopsis,bibracteata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DES2MA,Annonaceae,Desmopsis,maxonii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DESP,DES2PA,Annonaceae,Desmopsis,panamensis,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
DIAG,DIALGU,Fabaceae-Caesalpinioideae,Dialium,guianense,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
DICP,NA,Orchidaceae,Dichaea,panamensis,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
NA,DICHAX,Dichapetalaceae,Dichapetalum,axillare,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DICH,NA,Commelinaceae,Dichorisandra,hexandra,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,DILOCO,Sapindaceae,Dilodendron,costaricense,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DIME,NA,Orchidaceae,Dimerandra,emarginata,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
DIOG,DIOCGU,Fabaceae,Dioclea,guianensis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DIOR,DIOCRE,Fabaceae,Dioclea,reflexa,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,DIOC1,Fabaceae-Papilionoideae,Dioclea,sp.1,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIOW,DIOCWI,Fabaceae,Dioclea,wilsonii,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DIO1,DIO1AL,Dioscoreaceae,Dioscorea,alata,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
DIOH,DIO1HA,Dioscoreaceae,Dioscorea,haenkeana,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
DIOS,DIO1PI,Dioscoreaceae,Dioscorea,pilosiuscula,?,Dioscorea-sapindoides,1,0,0,1,0,0,0,0,0,0,0,0
DIOP,DIO1PO,Dioscoreaceae,Dioscorea,polygonoides,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
DIOU,DIO1UR,Dioscoreaceae,Dioscorea,urophylla,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
DIO2,DIO2AR,Ebenaceae,Diospyros,artanthifolia,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,DIPHRO,Fabaceae-Papilionoideae,Diphysa,americana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DIPLPU,Fabaceae-Papilionoideae,Diplotropis,purpurea,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DIPP,DIPTPA,Fabaceae-Papilionoideae,Dipteryx,oleifera,DB,Dipteryx-panamensis,0,1,0,0,0,0,0,1,0,0,0,0
DISG,DISCGU,Icacinaceae,Discophora,guianensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DOLI1,Dilleniaceae,Doliocarpus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOLD,DOLIDE,Dilleniaceae,Doliocarpus,dentatus,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DOL1,DOLIMA,Dilleniaceae,Doliocarpus,major,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DOL2,DOLIMU,Dilleniaceae,Doliocarpus,multiflorus,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DOLO,DOLIOL,Dilleniaceae,Doliocarpus,olivaceus,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
DRSE,DRYMSE,Gesneriaceae,Drymonia,serrulata,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,DRYPAM,Euphorbiaceae,Drypetes,aff.amazonica,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DRYP2,Euphorbiaceae,Drypetes,coba,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DRYP1,Euphorbiaceae,Drypetes,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRYS,DRYPST,Euphorbiaceae,Drypetes,standleyi,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
DUGC,DUGUCO,Annonaceae,Duguetia,confusa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
DUSM,DUSSAT,Fabaceae-Papilionoideae,Dussia,atropurpurea,E,Dussia-munda,0,1,0,0,0,0,0,0,0,0,0,0
NA,DUSSMA,Fabaceae-Papilionoideae,Dussia,macroprophyllata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DUSS1,Fabaceae-Papilionoideae,Dussia,sp.1,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DUSS2,Fabaceae-Papilionoideae,Dussia,sp.2,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DUSS3,Fabaceae-Papilionoideae,Dussia,sp.3,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DUSS4,Fabaceae-Papilionoideae,Dussia,sp.4,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DUSS5,Fabaceae-Papilionoideae,Dussia,sp.5,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DUSS6,Fabaceae-Papilionoideae,Dussia,sp.6,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DUSSTE,Fabaceae-Papilionoideae,Dussia,tessmannii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,DYSTPA,Clusiaceae,Dystovomita,paniculata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ECCLLA,Sapotaceae,Ecclinusa,lanceolata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ELA1AU,Rubiaceae,Elaeagia,auriculata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,ELA1NI,Rubiaceae,Elaeagia,nitidifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
ELAO,ELAEOL,Arecaceae,Elaeis,oleifera,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,ELA21,Sapotaceae,Elaeoluma,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
